Site.Code,Site,Subsite,Sampling.Time,Month,Data.Entered.by,Plot.ID,unique.ID,Prior.to.change,Previous.Spellings,Other.notes,Original.Species,Juvenile,Subspecies,Species,Subgenus,Genus,Tribe,Subfamily,Family,Superfamily,Subsection,Section,Parvorder,Infraorder,Suborder,Order,Superorder,Infraclass,Subclass,Class,Group,Taxa,Type.Partner,Type,Total.Abundance,Notes,Total.Abundance.to.1.mm,Measured.size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Dry.Mass.g,individuals/SizeCount,DW.(g),Vegetative.or.Flower,Shoot.ID
QU,QU.B,B,1,June,"Cimon,S",4,QU.B.1.4,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,29,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",3,QU.B.1.3,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,65,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",20,QU.B.1.20,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,33,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",2,QU.B.1.2,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,129,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",19,QU.B.1.19,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,87,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",18,QU.B.1.18,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,96,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",17,QU.B.1.17,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,39,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",16,QU.B.1.16,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,50,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",15,QU.B.1.15,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,43,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",14,QU.B.1.14,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,130,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",13,QU.B.1.13,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",12,QU.B.1.12,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,77,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",11,QU.B.1.11,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,71,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",10,QU.B.1.10,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,33,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.B,B,1,June,"Cimon,S",1,QU.B.1.1,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,44,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",9,QU.A.2.9,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,47,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",8,QU.A.2.8,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,66,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",7,QU.A.2.7,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",6,QU.A.2.6,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,16,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",5,QU.A.2.5,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,40,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",4,QU.A.2.4,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,14,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",3,QU.A.2.3,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,19,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",20,QU.A.2.20,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",2,QU.A.2.2,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,19,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",19,QU.A.2.19,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,11,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",18,QU.A.2.18,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,11,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",17,QU.A.2.17,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,24,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",16,QU.A.2.16,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,38,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",15,QU.A.2.15,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,17,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",14,QU.A.2.14,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",13,QU.A.2.13,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",12,QU.A.2.12,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",11,QU.A.2.11,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,18,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",10,QU.A.2.10,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,2,August,"Cimon,S",1,QU.A.2.1,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,38,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",9,QU.A.1.9,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",8,QU.A.1.8,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",7,QU.A.1.7,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",6,QU.A.1.6,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",5,QU.A.1.5,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,35,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",4,QU.A.1.4,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",3,QU.A.1.3,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,39,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",20,QU.A.1.20,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",2,QU.A.1.2,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,30,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",19,QU.A.1.19,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,11,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",18,QU.A.1.18,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",17,QU.A.1.17,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",16,QU.A.1.16,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,19,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",15,QU.A.1.15,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,20,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",14,QU.A.1.14,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",13,QU.A.1.13,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,17,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",12,QU.A.1.12,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,16,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",11,QU.A.1.11,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,28,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",10,QU.A.1.10,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QU,QU.A,A,1,June,"Cimon,S",1,QU.A.1.1,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NN,NN.B,B,1,June,Britas.Klemens.Eriksson,8,NN.B.1.8,Littorina.saxatilis,NA,NA,Littorina.saxatilis,N,NA,Littorina.saxatilis,NA,Littorina,NA,Littorininae,Littorinidae,Littorinoidea,NA,NA,NA,NA,NA,Littorinimorpha,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
